BFS,Gemeinde,Wappen,Anbieter 1,Anbieter 2,total,netznutzung,energie,abgaben_gemeinwesen,foerderabgabgen,total2,netznutzung2,energie2,abgaben_gemeinwesen2,foerderabgabgen2,angezeigter_wert
4031,Künten,http://i.imgur.com/5mVDyI2.png,Elektra-Genossenschaft Künten,,23.74,13.737083,6.8869047,0.81,2.3,,,,,,23.74
4032,Mägenwil,http://i.imgur.com/i6P6JMV.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4033,Mellingen,http://i.imgur.com/ygzUtMm.png,Elektrizitätswerk Mellingen,,21.41,12.21,6.0,0.9,2.3,,,,,,21.41
4034,Neuenhof,http://i.imgur.com/yrqjhgc.png,Elektrizität Wasser Neuenhof ewn,,22.81,12.46,7.3,0.75,2.3,,,,,,22.81
4035,Niederrohrdorf,http://i.imgur.com/FIcVun6.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4037,Oberrohrdorf,http://i.imgur.com/9yN4UPe.png,AEW Energie AG,Elektra Oberrohrdorf,25.12,14.159628,7.815588,0.84,2.3,27.08,15.28,8.58,0.92,2.3,26.1
4038,Obersiggenthal,http://i.imgur.com/uJJH5dZ.png,Elektrizitäts-Genossenschaft Siggenthal,,25.65,15.143631,7.786905,0.42,2.3,,,,,,25.65
4039,Remetschwil,http://i.imgur.com/3bWmPXL.png,Elektra - Genossenschaft Remetschwil,Elektra Busslingen,22.06,12.76,7.0,,2.3,23.91,14.21,7.4,,2.3,22.985
4040,Spreitenbach,http://i.imgur.com/rTrCwxh.png,Elektrizitätsversorgung Spreitenbach,,21.18,8.972723,9.183631,0.73,2.3,,,,,,21.18
4041,Stetten,http://i.imgur.com/Qeadgb2.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4042,Turgi,http://i.imgur.com/PzCWLUz.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4044,Untersiggenthal,http://i.imgur.com/jBMixKU.png,AEW Energie AG,Elektrizitäts-Genossenschaft Siggenthal,25.12,14.159628,7.815588,0.84,2.3,25.65,15.143631,7.786905,0.42,2.3,25.384999999999998
4045,Wettingen,http://i.imgur.com/bZt880G.png,Energie Wettingen AG,,23.68,13.657991,6.868043,0.85,2.3,,,,,,23.68
4046,Wohlenschwil,http://i.imgur.com/o0QVJBn.png,Elektrizitätswerk Wohlenschwil,,24.63,13.805089,7.5344496,0.99,2.3,,,,,,24.63
4047,Würenlingen,http://i.imgur.com/MCG8Kel.png,Elektrizitätswerk Würenlingen,,23.99,12.813721,8.479361,0.4,2.3,,,,,,23.99
4048,Würenlos,http://i.imgur.com/BeciNc5.png,Technische Betriebe Würenlos,,25.35,15.56,6.785714,0.7,2.3,,,,,,25.35
4049,Ehrendingen,http://i.imgur.com/fiW4ip1.png,Genossenschaft Elektra Ehrendingen,,25.29,14.334628,8.238542,0.42,2.3,,,,,,25.29
4061,Arni,http://i.imgur.com/C3WOB3q.png,Elektra-Genossenschaft Arni-Islisberg,,21.0,12.600997,6.1,,2.3,,,,,,21.0
4062,Berikon,http://i.imgur.com/3Xs5j19.png,Elektrizitäts - Versorgung Berikon,,18.7,9.001816,7.1582217,0.24,2.3,,,,,,18.7
4063,Bremgarten,http://i.imgur.com/BG0afll.png,AEW Energie AG,Elektra Hermetschwil-Staffeln,25.12,14.159628,7.815588,0.84,2.3,24.87,15.632991,6.93936,,2.3,24.995
4064,Büttikon,http://i.imgur.com/ogYGHIu.png,Elektrizitäts-Versorgung Büttikon,,21.68,13.759717,5.621592,,2.3,,,,,,21.68
4065,Dottikon,http://i.imgur.com/0mUHtpT.png,AEW Energie AG,Gemeindewerke Villmergen,25.12,14.159628,7.815588,0.84,2.3,28.69,16.834219,8.662314,0.9,2.3,26.905
4066,Eggenwil,http://i.imgur.com/yYenINV.png,Elektra Eggenwil,,23.06,12.868631,6.9918156,0.9,2.3,,,,,,23.06
4067,Fischbach-Göslikon,http://i.imgur.com/mWTvWia.png,Elektra-Genossenschaft Fischbach-Göslikon,,21.19,11.647723,6.9918156,0.25,2.3,,,,,,21.19
4068,Hägglingen,http://i.imgur.com/yrhxWfN.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4071,Jonen,http://i.imgur.com/ECk8cce.png,Elektrizitätsgenossenschaft Jonen,,23.83,13.36,8.17,,2.3,,,,,,23.83
4072,Niederwil,http://i.imgur.com/W6rKm9n.png,Elektrizitätswerk Niederwil,,18.56,8.96,6.5,0.8,2.3,,,,,,18.56
4073,Oberlunkhofen,http://i.imgur.com/KcFNdhq.png,Elektra Oberlunkhofen,,15.13,6.528125,6.3,,2.3,,,,,,15.13
4074,Oberwil-Lieli,http://i.imgur.com/WgLIb5X.png,Elektra Oberwil-Lieli,,21.05,12.547723,5.4,0.8,2.3,,,,,,21.05
4075,Rudolfstetten-Friedlisberg,http://i.imgur.com/0ovp26K.png,Elektra Rudolfstetten-Friedlisberg AG,,23.38,13.040358,7.3901787,0.65,2.3,,,,,,23.38
4076,Sarmenstorf,http://i.imgur.com/sZSmep6.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4077,Tägerig,http://i.imgur.com/zvpZnBf.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4078,Uezwil,http://i.imgur.com/guL4ZZO.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4079,Unterlunkhofen,http://i.imgur.com/0P2K5gE.png,Elektra Unterlunkhofen,,19.73,8.135,8.7,0.6,2.3,,,,,,19.73
4080,Villmergen,http://i.imgur.com/A2GyHF4.png,Gemeindewerke Villmergen,,28.69,16.834219,8.662314,0.9,2.3,,,,,,28.69
4081,Widen,http://i.imgur.com/vcitIcK.png,Elektra Widen Betriebs AG,,24.53,14.414129,7.168043,0.65,2.3,,,,,,24.53
4082,Wohlen,http://i.imgur.com/toO1BXR.png,IB Wohlen AG,,21.85,11.94125,7.5,0.11,2.3,,,,,,21.85
4083,Zufikon,http://i.imgur.com/LxfskzN.png,Elektra Zufikon,,21.72,10.642672,8.325483,0.45,2.3,,,,,,21.72
4084,Islisberg,http://i.imgur.com/xKYZkne.png,Elektra-Genossenschaft Arni-Islisberg,,21.0,12.600997,6.1,,2.3,,,,,,21.0
4091,Auenstein,http://i.imgur.com/uT769MY.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4092,Birr,http://i.imgur.com/8lubMLf.png,IBB Strom AG,,25.52,14.392813,8.30904,0.52,2.3,,,,,,25.52
4093,Birrhard,http://i.imgur.com/vJnLuxW.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4094,Bözen,http://i.imgur.com/4vqxy3h.png,AEW Energie AG,Elektrizitätsversorgung Bözen,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4095,Brugg,http://i.imgur.com/V9u6Gti.png,IBB Strom AG,,25.52,14.392813,8.30904,0.52,2.3,,,,,,25.52
4096,Effingen,http://i.imgur.com/ZN8SrR2.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4097,Elfingen,http://i.imgur.com/Zf9aMeU.png,Elektrizitäts - Versorgung Elfingen,IBB Strom AG,,,,,,25.52,14.392813,8.30904,0.52,2.3,25.52
4099,Habsburg,http://i.imgur.com/gdx3lLc.png,IBB Strom AG,,25.52,14.392813,8.30904,0.52,2.3,,,,,,25.52
4100,Hausen,http://i.imgur.com/xX4VwmR.png,IBB Strom AG,,25.52,14.392813,8.30904,0.52,2.3,,,,,,25.52
4104,Lupfig,http://i.imgur.com/GsvlHnm.png,IBB Strom AG,,25.52,14.392813,8.30904,0.52,2.3,,,,,,25.52
4105,Mandach,http://i.imgur.com/9A7gzrY.png,Elektra Mettauertal und Umgebung,,28.27,18.36,7.4,0.21,2.3,,,,,,28.27
4106,Mönthal,http://i.imgur.com/Yxxsjjp.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4107,Mülligen,http://i.imgur.com/9f1bnFE.png,Elektrizitäts - Genossenschaft Mülligen,,18.6,8.959628,7.3377233,,2.3,,,,,,18.6
4110,Remigen,http://i.imgur.com/U0CfL6R.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4111,Riniken,http://i.imgur.com/0uuXfx7.png,Elektrizitäts-Genossenschaft Riniken,,23.83,14.0534525,7.481994,,2.3,,,,,,23.83
4112,Rüfenach,http://i.imgur.com/yan4Ctu.png,AEW Energie AG,IBB Strom AG,25.12,14.159628,7.815588,0.84,2.3,25.52,14.392813,8.30904,0.52,2.3,25.32
4117,Thalheim,http://i.imgur.com/esL6zNk.png,Elektrizitätsversorgung Thalheim,,22.81,13.41,6.6,0.5,2.3,,,,,,22.81
4120,Veltheim,http://i.imgur.com/FtvKIDE.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4121,Villigen,http://i.imgur.com/eE28poK.png,Elektrizitätsversorgung Villigen,,19.31,9.946905,6.4614954,0.6,2.3,,,,,,19.31
4122,Villnachern,http://i.imgur.com/GZXQi5c.png,Elektrizitätsgenossenschaft Villnachern,IBB Strom AG,,,,,,25.52,14.392813,8.30904,0.52,2.3,25.52
4123,Windisch,http://i.imgur.com/rEkQqqO.png,Elektrizitäts- und Wasserwerk Windisch,,24.93,12.2,9.3,1.13,2.3,,,,,,24.93
4124,Bözberg,http://i.imgur.com/Z82TA8D.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4125,Schinznach,http://i.imgur.com/QGZrvS1.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4131,Beinwil am See,http://i.imgur.com/CZhBYqU.png,EWS Energie AG,Technische Betriebe Beinwil am See,17.56,7.76,6.5,1.0,2.3,,,,,,17.56
4132,Birrwil,http://i.imgur.com/JoWL5vL.png,EWS Energie AG,,17.56,7.76,6.5,1.0,2.3,,,,,,17.56
4133,Burg,http://i.imgur.com/vOAYsho.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4134,Dürrenäsch,http://i.imgur.com/yvxFBnD.png,Elektrizitätswerk Dürrenäsch,,22.42,12.723951,7.0,0.4,2.3,,,,,,22.42
4135,Gontenschwil,http://i.imgur.com/Lclz6bM.png,EWS Energie AG,,17.56,7.76,6.5,1.0,2.3,,,,,,17.56
4136,Holziken,http://i.imgur.com/UX2nmJk.png,Eniwa AG,,26.28,14.543928,8.587143,0.85,2.3,,,,,,26.28
4137,Leimbach,http://i.imgur.com/TX9Scww.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4138,Leutwil,http://i.imgur.com/L9D6Thz.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4139,Menziken,http://i.imgur.com/uIpPosE.png,EWS Energie AG,,17.56,7.76,6.5,1.0,2.3,,,,,,17.56
4140,Oberkulm,http://i.imgur.com/P5AI07c.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4141,Reinach,http://i.imgur.com/Iyt0GB9.png,EWS Energie AG,,17.56,7.76,6.5,1.0,2.3,,,,,,17.56
4142,Schlossrued,http://i.imgur.com/qBWENd4.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4143,Schmiedrued,http://i.imgur.com/PwOUivA.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4144,Schöftland,http://i.imgur.com/9LgvZlg.png,Technische Betriebe Schöftland,,24.37,14.07808,7.290179,0.7,2.3,,,,,,24.37
4145,Teufenthal,http://i.imgur.com/NvOAkJh.png,Elektrizitätsversorgung Teufenthal,,25.67,14.411489,8.061012,0.9,2.3,,,,,,25.67
4146,Unterkulm,http://i.imgur.com/BoM5cfD.png,AEW Energie AG,Elektrizitäts - Versorgung Unterkulm,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4147,Zetzwil,http://i.imgur.com/HQ60iSU.png,EWS Energie AG,,17.56,7.76,6.5,1.0,2.3,,,,,,17.56
4161,Eiken,http://i.imgur.com/iCYKJYG.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4163,Frick,http://i.imgur.com/vz4fzlu.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4164,Gansingen,http://i.imgur.com/78jiI1Z.png,AEW Energie AG,Elektra-Genossenschaft Gansingen,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4165,Gipf-Oberfrick,http://i.imgur.com/xgSIKpN.png,Elektra Gipf-Oberfrick,Energie Oberes Fricktal AG ,,,,,,25.81,16.056875,7.2,0.25,2.3,25.81
4166,Herznach,http://i.imgur.com/MhJEcTa.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4167,Hornussen,http://i.imgur.com/lSP17BT.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4169,Kaisten,http://i.imgur.com/k2OMcvS.png,Elektrizitätsversorgung Kaisten,,23.67,14.041994,6.781994,0.55,2.3,,,,,,23.67
4170,Laufenburg,http://i.imgur.com/0q2DzDX.png,Städtische Elektrizitätsversorgung Laufenburg,,23.21,13.732813,6.580357,0.6,2.3,,,,,,23.21
4172,Münchwilen,http://i.imgur.com/28quAhM.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4173,Oberhof,http://i.imgur.com/z0ORwr7.png,Elektra Genossenschaft Oberhof,Energie Oberes Fricktal AG ,,,,,,25.81,16.056875,7.2,0.25,2.3,25.81
4175,Oeschgen,http://i.imgur.com/A9axLHn.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4176,Schwaderloch,http://i.imgur.com/NHfpFSM.png,Elektra Mettauertal und Umgebung,,28.27,18.36,7.4,0.21,2.3,,,,,,28.27
4177,Sisseln,http://i.imgur.com/7RvTKOe.png,Elektra Sisseln,,16.22,7.3311605,6.30875,0.28,2.3,,,,,,16.22
4179,Ueken,http://i.imgur.com/BVhtXoi.png,Elektrizitätsversorgung Ueken,,27.72,16.357023,7.961012,1.1,2.3,,,,,,27.72
4181,Wittnau,http://i.imgur.com/MAHyAYx.png,Elektra Gemeinde Wittnau,Energie Oberes Fricktal AG ,,,,,,25.81,16.056875,7.2,0.25,2.3,25.81
4182,Wölflinswil,http://i.imgur.com/vV3lkT2.png,Elektra Wölflinswil,Energie Oberes Fricktal AG ,,,,,,25.81,16.056875,7.2,0.25,2.3,25.81
4183,Zeihen,http://i.imgur.com/DRqKcvq.png,Elektrizitäts - Versorgung Zeihen,,21.19,11.76,6.7,0.43,2.3,,,,,,21.19
4184,Mettauertal,http://i.imgur.com/gALhRfi.png,Elektra Mettauertal und Umgebung,,28.27,18.36,7.4,0.21,2.3,,,,,,28.27
4191,Ammerswil,http://i.imgur.com/afyGrTN.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4192,Boniswil,http://i.imgur.com/uBIcVt3.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4193,Brunegg,http://i.imgur.com/F3kukwZ.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4194,Dintikon,http://i.imgur.com/lBAsq7b.png,Elektrizitätsversorgung Dintikon,,21.22,11.928043,6.1934524,0.8,2.3,,,,,,21.22
4195,Egliswil,http://i.imgur.com/vN2vVQd.png,Technische Betriebe Seon AG,,26.31,15.127381,7.992314,0.89,2.3,,,,,,26.31
4196,Fahrwangen,http://i.imgur.com/zB6yFbf.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4197,Hallwil,http://i.imgur.com/HtG409v.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4198,Hendschiken,http://i.imgur.com/gWXFvm5.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4199,Holderbank,http://i.imgur.com/qsnl5Dc.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4200,Hunzenschwil,http://i.imgur.com/Vqj6WIx.png,Energie Hunzenschwil AG,,25.76,15.86,7.1,0.5,2.3,,,,,,25.76
4201,Lenzburg,http://i.imgur.com/hwKNDNt.png,SWL Energie AG,,21.58,12.426666,6.2,0.65,2.3,,,,,,21.58
4202,Meisterschwanden,http://i.imgur.com/5oMnSnx.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4203,Möriken-Wildegg,http://i.imgur.com/0EUBHOL.png,RTB Regionale Technische Betriebe,,24.09,14.186265,7.1,0.5,2.3,,,,,,24.09
4204,Niederlenz,http://i.imgur.com/8PjOy30.png,RTB Regionale Technische Betriebe,,24.09,14.186265,7.1,0.5,2.3,,,,,,24.09
4205,Othmarsingen,http://i.imgur.com/534vMUa.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4206,Rupperswil,http://i.imgur.com/Ltb4dWS.png,Elektrizitätsversorgung Rupperswil,,23.91,13.91,7.7,,2.3,,,,,,23.91
4207,Schafisheim,http://i.imgur.com/H3aMbia.png,Elektrizitätswerk Schafisheim,,25.17,12.2277975,10.041035,0.6,2.3,,,,,,25.17
4208,Seengen,http://i.imgur.com/5Sg16Rz.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4209,Seon,http://i.imgur.com/cQJKG8S.png,Technische Betriebe Seon AG,,26.31,15.127381,7.992314,0.89,2.3,,,,,,26.31
4210,Staufen,http://i.imgur.com/GQ3xIgp.png,Elektrizitätsverwaltung Staufen,,21.11,10.61,7.6,0.6,2.3,,,,,,21.11
4221,Abtwil,http://i.imgur.com/quVNZ0U.png,Elektra - Genossenschaft Abtwil,,23.14,14.685,5.9,0.25,2.3,,,,,,23.14
4222,Aristau,http://i.imgur.com/PIvaWFS.png,Elektrizitäts - Genossenschaft Aristau,,21.35,12.66,6.0875,0.3,2.3,,,,,,21.35
4223,Auw,http://i.imgur.com/84retIE.png,Elektra Auw,,23.06,13.89,6.116,0.75,2.3,,,,,,23.06
4224,Beinwil (Freiamt),http://i.imgur.com/1n5fQC2.png,Elektra Brunnwil,Elektra-Genossenschaft Beinwil,,,,,,21.81,13.21,6.3,,2.3,21.81
4226,Besenbüren,http://i.imgur.com/yiA3B1k.png,Elektra Besenbüren,,20.24,10.09125,7.85,,2.3,,,,,,20.24
4227,Bettwil,http://i.imgur.com/OaApds5.png,Elektra Bettwil,,26.42,16.7879,6.983631,0.35,2.3,,,,,,26.42
4228,Boswil,http://i.imgur.com/sxNfHIM.png,Elektrizitäts - Genossenschaft Boswil - Bünzen,,21.31,12.512492,6.2991815,0.2,2.3,,,,,,21.31
4229,Bünzen,http://i.imgur.com/R25JhYh.png,Elektra - Genossenschaft Waldhäusern,Elektrizitäts - Genossenschaft Boswil - Bünzen,,,,,,21.31,12.512492,6.2991815,0.2,2.3,21.31
4230,Buttwil,http://i.imgur.com/yppnIDt.png,EFA Energie Freiamt AG,,25.95,14.269858,6.8696427,2.51,2.3,,,,,,25.95
4231,Dietwil,http://i.imgur.com/OzZ1nJd.png,EFA Energie Freiamt AG,,25.95,14.269858,6.8696427,2.51,2.3,,,,,,25.95
4232,Geltwil,http://i.imgur.com/QsJLNJe.png,Elektra Geltwil,Elektra-Genossenschaft Beinwil,19.98,13.58,6.4,,,21.81,13.21,6.3,,2.3,20.895
4233,Kallern,http://i.imgur.com/xKNEKBa.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4234,Merenschwand,http://i.imgur.com/VUV5NO6.png,Elektrizitäts-Genossenschaft Benzenschwil,Elektrizitäts-Genossenschaft Merenschwand,20.46,10.16,8.0,,2.3,20.34,11.247724,6.786905,,2.3,20.4
4235,Mühlau,http://i.imgur.com/RsXBeqQ.png,Elektrizitätsgenossenschaft Mühlau,,20.56,10.91,7.0,0.35,2.3,,,,,,20.56
4236,Muri,http://i.imgur.com/djI91Qx.png,EFA Energie Freiamt AG,,25.95,14.269858,6.8696427,2.51,2.3,,,,,,25.95
4237,Oberrüti,http://i.imgur.com/pRsDklD.png,Elektrogenossenschaft Oberrüti,,18.81,10.126444,6.283631,0.1,2.3,,,,,,18.81
4238,Rottenschwil,http://i.imgur.com/H1UEchi.png,Elektra - Genossenschaft Rottenschwil - Werd,,15.92,6.887902,6.7311754,,2.3,,,,,,15.92
4239,Sins,http://i.imgur.com/I3auIg0.png,Elektra Sins,Elektrizitäts-Genossenschaft Aettenschwil,19.88,11.860037,5.335268,0.38,2.3,25.49,15.483334,7.3333335,0.38,2.3,22.685
4240,Waltenschwil,http://i.imgur.com/b4SUG3R.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4251,Hellikon,http://i.imgur.com/J5RSMbU.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4252,Kaiseraugst,http://i.imgur.com/rTZ61AE.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4253,Magden,http://i.imgur.com/RjlsGjO.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4254,Möhlin,http://i.imgur.com/dODOirk.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4255,Mumpf,http://i.imgur.com/4FvMR7y.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4256,Obermumpf,http://i.imgur.com/lZjt1pO.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4257,Olsberg,http://i.imgur.com/vmb4c6O.png,Elektra-Genossenschaft Olsberg,,23.89,15.119078,6.471354,,2.3,,,,,,23.89
4258,Rheinfelden,http://i.imgur.com/9BmdPBn.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4259,Schupfart,http://i.imgur.com/eMTBgqS.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4260,Stein,http://i.imgur.com/3moofQ2.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4261,Wallbach,http://i.imgur.com/FNtG3ZP.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4262,Wegenstetten,http://i.imgur.com/zXwaQpI.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4263,Zeiningen,http://i.imgur.com/NDqPy8c.png,EV Zeiningen,,24.16,10.399583,10.716816,0.74,2.3,,,,,,24.16
4264,Zuzgen,http://i.imgur.com/SNdgB4O.png,AEW Energie AG,,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4271,Aarburg,http://i.imgur.com/6Voq865.png,tba energie ag,,24.59,14.211161,7.4784226,0.6,2.3,,,,,,24.59
4273,Bottenwil,http://i.imgur.com/LKmgR6E.png,Eniwa AG,,26.28,14.543928,8.587143,0.85,2.3,,,,,,26.28
4274,Brittnau,http://i.imgur.com/pYHLczb.png,AEW Energie AG,Elektrizitätswerk Brittnau,25.12,14.159628,7.815588,0.84,2.3,,,,,,25.12
4275,Kirchleerau,http://i.imgur.com/VUYTPz1.png,Eniwa AG,,26.28,14.543928,8.587143,0.85,2.3,,,,,,26.28
4276,Kölliken,http://i.imgur.com/82JAxdf.png,EWK Energie AG,,14.37,4.7948213,6.334821,0.95,2.3,,,,,,14.37
4277,Moosleerau,http://i.imgur.com/tY7Fvn4.png,Eniwa AG,,26.28,14.543928,8.587143,0.85,2.3,,,,,,26.28
4279,Murgenthal,http://i.imgur.com/vQIoXmy.png,Elektrizitätsversorgung Murgenthal,,26.33,14.851666,7.79,1.39,2.3,,,,,,26.33
4280,Oftringen,http://i.imgur.com/yKfDk3D.png,EW Oftringen AG,,26.14,14.973244,7.8741074,1.0,2.3,,,,,,26.14
4281,Reitnau,http://i.imgur.com/yEt9ppb.png,Eniwa AG,,26.28,14.543928,8.587143,0.85,2.3,,,,,,26.28
